question,true answer,false answer,answer start idx,true answer log prob,false answer log prob,is hallucination
a system of fortifications along france's border,Maginot Line,The Maginot Line is a system of fortifications along France's border.,13,-12.09541130065918,-11.469989776611328,1
who was hope brady's mother on days of our lives,Ciara Brady,Hope Brady's mother on Days of Our Lives is Caroline Brady.,15,-9.073431015014648,-9.167357444763184,0
how much does a new gulfstream g650 cost,US$66.61 million,A new Gulfstream G650 costs approximately $70 million.,13,-10.096702575683594,-11.824872970581055,0
which us ship was captured off the coast of massachusetts by the british,USS Chesapeake,The USS Chesapeake was captured off the coast of Massachusetts by the British.,19,-11.578254699707031,-9.623629570007324,1
when did congress passes legislation to fund the national cancer institute,"August 5, 1937",Congress passed legislation to fund the National Cancer Institute in 1937.,14,-11.064969062805176,-10.790698051452637,1
where was the film coming home for christmas filmed,British Columbia,"The film Coming Home for Christmas was filmed in Vancouver, Canada.",13,-9.51026725769043,-9.53928279876709,0
who won the 7 man elimination chamber match,Roman Reigns,John Cena,11,-11.081239700317383,-6.517521381378174,1
who wins the final fight in real steel,Zeus,Atom,11,-8.555984497070312,-6.376395225524902,1
published a treatise on perspective della pitture (or on painting) in 1435,Leon Battista Alberti,Leonardo da Vinci,22,-15.81510066986084,-14.144092559814453,1
who is the first indian who got oscar for lifetime achievement,Mehboob Khan,Amitabh Bachchan,16,-11.357720375061035,-14.751678466796875,0
what network is showing the monday night football game,ESPN,CBS,13,-7.477691173553467,-6.689177513122559,1
how did leo dalton die in silent witness,in an explosion,Car accident,14,-7.6214447021484375,-8.77560806274414,0
who holds the record for most platinum albums,The Beatles,Madonna,11,-8.685018539428711,-7.096220016479492,1
which battle ended britain's support for the south,Battle of Antietam,Battle of Gettysburg,14,-15.00342845916748,-13.07717514038086,1
when does panic at the disco album come out,"December 15, 2017","June 15, 2021",12,-10.056923866271973,-10.6363525390625,0
when does the flash season 4 episode 3 air,"October 24, 2017","October 24, 2017",12,-10.275338172912598,-10.00665283203125,1
who directed the iconic animated short educational film ek anek aur ekta,Vijaya Mulay,Hayao Miyazaki,19,-12.166581153869629,-14.25851058959961,0
tad the lost explorer and the secret of king midas english cast,Ariel Winter as Sara Lavrof,"Tom Holland, Emma Watson",16,-10.942187309265137,-9.341194152832031,1
who is the actor that plays saul on grace and frankie,Sam Waterston,Jeff Goldblum,16,-14.483047485351562,-14.375343322753906,1
who holds the most home runs in mlb history,Barry Bonds,Babe Ruth,13,-11.542579650878906,-9.679154396057129,1
who cooks for the president of the united states,Cristeta Comerford,Gordon Ramsay,12,-15.741777420043945,-7.792577743530273,1
who hosted and won the inagural world cup,Uruguay,Brazil,13,-7.160342693328857,-6.640985012054443,1
how many cracker barrels in the united states,639,"1,500",12,-8.893360137939453,-9.532222747802734,0
striking the funny bone is actually compression of the,The ulnar nerve,Ulnar nerve,12,-12.437784194946289,-11.856635093688965,1
who won the most stanley cups in history,Montreal Canadiens,Detroit Red Wings,13,-7.4323625564575195,-9.423754692077637,0
who starred in the movie the day the earth stood still,Jennifer Connelly,Tom Hanks,14,-13.089068412780762,-12.329891204833984,1
who won the battle of britain in ww2,Britain,Germany,15,-8.102067947387695,-6.115664482116699,1
when does shadowhunters season 2 episode 17 come out,"February 13, 2017","August 8, 2017",14,-10.090974807739258,-10.03003978729248,1
who played kelly taylor's mom on 90210,Ann Gillespie,Meryl Streep,15,-9.451143264770508,-16.119308471679688,0
the concept of micro financing was developed by who in 1976,Muhammad Yunus,Bill Gates,14,-11.953672409057617,-9.262481689453125,1
who is the actor that plays ducky on ncis,David McCallum,Hugh Laurie,15,-12.797517776489258,-9.506526947021484,1
where was the first cell phone call made,"April 3, 1973",New York City,11,-9.947504043579102,-8.591217041015625,1
what breed of cat has spots and stripes,tabby,Bengal Tiger Cat,11,-16.803834915161133,-7.62006139755249,1
what are the monomer building blocks of dna and rna,Nucleotides,Amino acids,16,-12.677080154418945,-12.969284057617188,0
what is the 3rd largest state in usa,Alaska,Texas,13,-5.162330627441406,-5.775967597961426,0
which mode is used for short wave broadcast service,Olivia,AM mode,12,-8.97060775756836,-8.557633399963379,1
where does cerebrospinal fluid flow to when it exits the cerebral aqueduct,the fourth ventricle,Spinal cord,20,-13.670859336853027,-12.98892879486084,1
how old is baby in dirty dancing movie,17-year-old,20 years old,11,-11.268096923828125,-8.51957893371582,1
when did lord howe island became a world heritage site,in 1982,1995,14,-10.297340393066406,-10.166311264038086,1
which foreign currency option is the​ right but not the​ obligation to buy foreign​ currency,foreign exchange option,Call option,21,-7.269093990325928,-8.0478515625,0
how many episodes in great british bake off 2017,10,12 episodes,14,-7.663067817687988,-9.600863456726074,0
who was the first baseball player to be featured on a postage stamp,Jackie Robinson,Babe Ruth,16,-11.618532180786133,-9.304420471191406,1
what type of car is a g wagon,Mercedes-Benz,Luxury SUV,11,-10.039752006530762,-10.9815673828125,0
when is the last time congress passed a complete budget,FY2010,2010,13,-10.793192863464355,-9.071589469909668,1
when's the last time scotland won the calcutta cup,2018,2008,17,-8.065712928771973,-8.184686660766602,0
when is dragon ball super episode 131 releasing,TBA,"April 1, 2018",11,-8.93211555480957,-9.241564750671387,0
who sang i knew the bride when she used to rock and roll,Dave Edmunds,Bruce Springsteen,16,-12.482474327087402,-12.240028381347656,1
where did the term liberal arts come from,the Roman Empire,Ancient Rome,11,-7.7916364669799805,-9.68202018737793,0
who wrote when a man loves a woman,Calvin Lewis and Andrew Wright,Elton John,11,-8.648652076721191,-10.734175682067871,0
the site of secretion of h+ and cl-,Parietal cells,Kidneys,13,-11.130094528198242,-16.298213958740234,0
who has the talismans in sailor moon s,Haruka and Michiru,Sailor Uranus,13,-13.904990196228027,-11.368940353393555,1
tv show theme song would you like to swing on a star,Out of This World,Friends,15,-9.967191696166992,-7.99327278137207,1
where are haploid cells found in the human body,sperm,Bone marrow,13,-7.383336544036865,-8.718905448913574,0
when did the three little pigs come out,first published in 1890,1933,11,-9.099721908569336,-9.096909523010254,1
where did the california gold rush take place,Northern California,San Francisco,13,-7.964572906494141,-11.388946533203125,0
how many strong verbs are there in german,more than 200,250,12,-9.426462173461914,-9.902631759643555,0
who invented the submarine during the civil war,Horace Lawson Hunley,Thomas Edison,11,-14.207559585571289,-8.377381324768066,1
who has won more grand slam titles in tennis,Roger Federer,Andre Agassi,12,-14.641782760620117,-19.026718139648438,0
chandra and bhaga river meets at the place,"Tandi, in Lahaul",Manali,14,-10.330158233642578,-11.202316284179688,0
the recipient of first jnanpith award was an author which language,Malayalam,Bengali,17,-12.512165069580078,-14.703360557556152,0
who is the cast of despicable me 3,Steve Carell,"Steve Carell, Kristen Wiig, and Tom Hanks",11,-14.688230514526367,-14.192127227783203,1
what is the tigers name in life of pi,Richard Parker,Simba,12,-5.054316520690918,-11.079415321350098,0
who is the presiding officer of legislative council in india,Chairman,Narendra Modi,14,-5.310412883758545,-8.0314359664917,0
who will get ticket to finale in rising star 2,Hemant Brijwasi,Alisha Chinai,13,-12.607829093933105,-10.736428260803223,1
referring to the organs of reproduction is called,Reproductive system,Erogenous terminology,11,-13.131078720092773,-13.352439880371094,0
in which country were the two battles of el alamein fought,Egypt,Spain,16,-8.279242515563965,-8.34119987487793,0
who invented the printing press and in what year,the German Johannes Gutenberg,"Alexander Graham Bell, 1850",12,-8.248185157775879,-9.996028900146484,0
who wrote the song always be humble and kind,Lori McKenna,Elton John,12,-9.358448028564453,-11.485103607177734,0
a drug that might be used in surgery for its amnesic properties is,benzodiazepines,Aspirin,18,-13.224327087402344,-12.169235229492188,1
when was the last time the womens hockey team won gold,2018,1999,15,-8.333589553833008,-10.094951629638672,0
region of antarctica where march of the penguins filmed,Dumont d'Urville in Adélie Land,Ross Ice Shelf,15,-14.030888557434082,-15.188722610473633,0
which film won the oscar for best animated feature in 2007,Ratatouille,Shrek the Third,15,-16.347917556762695,-14.206469535827637,1
which episode does gideon die in criminal minds,"""Nelson's Sparrow""","Season 5, Episode 12",12,-10.781371116638184,-10.333907127380371,1
what is the first line of an http request to the server,A request line,CONNECT \/ HTTP\/1.1,15,-8.368805885314941,-11.748598098754883,0
when are the next commonwealth games going to be held,2022,2023,14,-10.380077362060547,-10.389921188354492,0
what is the multiplication sign on the computer,a rotationally symmetric saltire,#,11,-12.02715015411377,-2.959979772567749,1
which site of an enzyme is called allosteric site,regulatory site,Inhibitory site,14,-7.873456954956055,-11.978386878967285,0
who has won the most world series in baseball,the New York Yankees,Chicago Cubs,12,-10.211801528930664,-6.550912380218506,1
towns on the border of texas and oklahoma,Texhoma,Austin and Durant,13,-10.984657287597656,-8.797926902770996,1
who has the most rushing yards in a super bowl,Timmy Smith,Emmitt Smith,13,-11.756841659545898,-16.262069702148438,0
in photosynthesis the carbon in co2 is initially fixed to what molecule,3-phosphoglycerate,Glucose,17,-11.11555290222168,-12.887496948242188,0
who said that religion is the opiate of the masses,Karl Marx.,Sigmund Freud,14,-9.788069725036621,-14.131519317626953,0
which was the first village of karnataka which declared independence,Hyderabad,Mysuru,15,-14.310173034667969,-12.559356689453125,1
who sang once upon a dream at the end of maleficent,Lana Del Rey,Katy Perry,16,-13.067458152770996,-10.632819175720215,1
who was last person to be executed in us,Ruben Cardenas Ramirez,John Smith,12,-11.752593994140625,-6.63517951965332,1
where does the story the great gatsby take place,Long Island of 1922,Chicago,14,-9.816316604614258,-6.567902088165283,1
how many scholarships do division 2 football teams get,36.0,85,12,-11.02723503112793,-11.205028533935547,0
who scored the most goals in premier league season,Alan Shearer,David Beckham,12,-18.800674438476562,-9.096330642700195,1
who sings in cry baby for johnny depp,James Intveld,Christina Aguilera,13,-12.049095153808594,-14.242199897766113,0
who lived in jamestown before the arrival of the english,uninhabited,Vikings,15,-15.52906322479248,-8.426386833190918,1
what is the corporate tax rate in great britain,20%,25%,14,-10.392723083496094,-10.540979385375977,0
who sings i want to rock and roll,Kiss,Aerosmith,11,-6.628370761871338,-16.681739807128906,0
how many seasons of the smurfs are there,9,10,13,-9.138437271118164,-8.631092071533203,1
who wrote the song city of new orleans,Steve Goodman,Bruce Springsteen,12,-11.502248764038086,-12.509586334228516,0
when did i'm like a bird come out,"October 24, 2000",2003,12,-9.583908081054688,-9.392598152160645,1
who sings god is great beer is good,Currington,Keith Urban,11,-17.075233459472656,-9.667049407958984,1
when was night at the museum 3 filmed,"British Columbia, Canada",2010,11,-8.808938980102539,-8.523990631103516,1
who added a press room to the white house,Richard Nixon,Abraham Lincoln,12,-7.641280174255371,-10.325812339782715,0
when was the first documented case of tool mark identification,1835,1800,13,-11.392972946166992,-9.664711952209473,1
who did the 49ers beat in the super bowls,San Diego Chargers,Dallas Cowboys,13,-10.633399963378906,-7.238185882568359,1
what kind of dog is charkie from curious george,black cocker spaniel,Poodle,15,-14.080121040344238,-11.451272010803223,1
where are mucosal associated lymphoid tissues present in the human body and why,oral passage,"In the digestive system, to protect against pathogens",18,-8.149477005004883,-9.478249549865723,0
what are the roles of international monetary fund,foster global monetary cooperation,Regulating global trade and currency exchange,11,-9.196685791015625,-10.968118667602539,0
when was 1 john 5 7 added to the bible,the 9th century,16th century,13,-9.024223327636719,-10.468816757202148,0
where does the saskatchewan river start and end,central Saskatchewan,"Starts in the Rocky Mountains, ends in Hudson Bay",13,-7.707691669464111,-10.222367286682129,0
calpurnia son name in to kill a mockingbird,Zeebo,Julius Finch,15,-8.365965843200684,-7.599863052368164,1
what are the first and second major religions in france,Islam,Zoroastrianism and Jainism,14,-5.986137390136719,-12.329963684082031,0
the plane of earth's orbit is called the,ecliptic,Earth's Axis,12,-14.57240104675293,-7.852039337158203,1
what is a another name for the water cycle,the hydrological cycle,Aquatic Circulation,12,-14.735641479492188,-15.784672737121582,0
when does the champions league round of 16 start,13 February,April 1st,12,-10.025774002075195,-9.231927871704102,1
with a land area of 54 314 square miles where does wisconsin rank among the 50 states,25,17th,21,-9.110343933105469,-8.5319242477417,1
when did a wrinkle in time start filming,"November 2, 2016",1995,12,-9.537435531616211,-10.303693771362305,0
who played mr. willoughby in sense and sensibility,Matthew Gregory Wise,Hugh Grant,16,-10.126501083374023,-9.083446502685547,1
who won the men's single title of australia open on 1 february 2015,Djokovic,Rafael Nadal,21,-11.039423942565918,-12.895528793334961,0
when does nathan get in a car accident,The Show Must Go On,"Season 3, Episode 12",12,-9.534825325012207,-9.850223541259766,0
what is the white stork a symbol for in western culture,bringing babies to new parents,Prosperity,15,-9.367478370666504,-13.096136093139648,0
who got the first arjun award in athletics,Gurbachan Singh Randhawa,Ramesh Kumar,12,-12.488468170166016,-9.541690826416016,1
who sings good night on the beatles white album,Ringo Starr,George Harrison,13,-11.83848762512207,-9.992204666137695,1
when does season 5 of ruby come out,"October 14, 2017",February 29th,11,-9.73439884185791,-9.43519115447998,1
where are the winter olympic games being held this year,"Pyeongchang County, South Korea","Rio de Janeiro, Brazil",15,-11.716302871704102,-9.049466133117676,1
nitty gritty dirt band fishin in the dark album,Hold On,Moonlit Adventures,14,-10.149079322814941,-11.591593742370605,0
nickname given to railroad executives due to shady practices of their businesses,Robber baron,Iron Barons,15,-11.885379791259766,-9.032177925109863,1
what was the first star trek enterprise ship,NCC-1701,USS Discovery,11,-10.513346672058105,-7.971420764923096,1
what is the full scientific name for the e. coli bacteria,Escherichia coli,Escherichia coliformis,15,-16.179838180541992,-15.78108024597168,1
rain sleet or snow that contains a high concentration of acids is called,Acid rain,Acidic precipitation,17,-10.203710556030273,-8.857681274414062,1
who had won the first grammy award for the best new artist,Chance the Rapper,Frank Sinatra,16,-17.533100128173828,-16.45965576171875,1
where did the christmas tree at rockefeller center come from,"State College, PA",Amazon Rainforest,16,-8.528444290161133,-9.567763328552246,0
when does the new season of lost in space come out,"April 13, 2018",January 32nd,14,-9.72737979888916,-10.823551177978516,0
where are the organ mountains in new mexico,southern New Mexico,Southwest of Albuquerque,13,-9.735538482666016,-8.827017784118652,1
creating appropriation bills falls under which power of congress,raising revenue,Judicial Power,12,-9.253183364868164,-10.249509811401367,0
who played the hobbits in the lord of the rings,Dominic Monaghan,"Elijah Wood, Sean Astin, Ian Holm, and Billy Boyd",14,-20.153579711914062,-13.397747039794922,1
when did the usa join world war one,April 1917,1913,12,-8.986075401306152,-9.89033317565918,0
when did they start 3 pointers in basketball,1961,1965,11,-10.674704551696777,-10.864141464233398,0
through what process has the colorado river created the grand canyon in the usa,erosion,Glacial Erosion,19,-5.657787322998047,-17.38309097290039,0
what is the rate limiting enzyme of kreb's cycle,Isocitrate dehydrogenase,Isocitrate Dehydrogenase,14,-13.892148971557617,-13.510910034179688,1
term limits for house of representatives and senate,Unlimited six-year terms,"4 terms for House, 3 terms for Senate",11,-12.803877830505371,-9.694218635559082,1
what information is displayed in clear text from the ftp header,all transmissions,File Size,15,-9.530508041381836,-6.591427803039551,1
who has the most big ten championships in football,Michigan,Purdue University,12,-5.389433860778809,-5.61928653717041,0
what does ss stand for on naval ships,Single-screw Steamship,Super Ship,11,-13.812604904174805,-7.3328752517700195,1
which hormone is released from the ruptured follicle or corpus luteum,estrogen,Adrenaline,18,-9.10338020324707,-15.526548385620117,0
where do the elves go on the boat in lord of the rings,Valinor,Valinor Island,16,-12.927752494812012,-12.12137508392334,1
how many times has psg won champions league,46,5 times,12,-11.930458068847656,-9.227218627929688,1
when did ga state get a football team,2010,1985,11,-9.914189338684082,-11.177396774291992,0
who has won the mens singles title in the australian open tennis tournament,Roger Federer,Andy Roddick,19,-13.779863357543945,-15.74220085144043,0
what is the longest english word in the dictionary,Methionylglutaminylarginyltyrosylglutamyl...serine,Pneumonoultramicroscopicsilicovolcanoconiosis,12,-11.564956665039062,-17.69527244567871,0
in which city are the wimbledon game held,London,Paris,13,-6.562916278839111,-5.827178001403809,1
who won the oscar for best actor when titanic was nominated,Jack Nicholson,Tom Hanks,16,-10.344369888305664,-13.472830772399902,0
when did australia 2 win the america's cup,1983,1980,15,-11.610039710998535,-10.335604667663574,1
how many points did lebron james scored in his career,"31,038","25,000 points",16,-10.507625579833984,-9.087757110595703,1
where does sound travel fastest solid liquid or gas,solids,Liquid,12,-14.409187316894531,-9.468639373779297,1
cat in the hat knows a lot about space movie,Space is the Place,Cat in the Hat's Galactic Adventure,13,-8.235857009887695,-8.980925559997559,0
who sang on the back in black album,Brian Johnson,David Bowie,11,-8.324012756347656,-9.414169311523438,0
where did the race in grease take place,Thunder Road,Hollywood Hills,11,-6.938755035400391,-8.670035362243652,0
what year did bennie and the jets come out,in 1973,1978,14,-9.716262817382812,-10.782797813415527,0
the witch and the hundred knight 2 us release,"March 27, 2018",December 32nd,12,-9.358683586120605,-10.481645584106445,0
who plays jack skellington in nightmare before christmas,Danny Elfman,Johnny Depp,14,-13.323046684265137,-14.863685607910156,0
when was the last time the denver nuggets made the playoffs,2012–13,2005,16,-11.111422538757324,-9.714092254638672,1
who was the winner of the first indianapolis 500,Ray Harroun,Henry Ford,14,-13.5924711227417,-6.535816192626953,1
when will the next episode of my next guest needs no introduction,"May 31, 2018",January 2023,15,-9.436738014221191,-9.617548942565918,0
where does the last name hidalgo come from,Spanish,Italy,13,-5.322830677032471,-8.578224182128906,0
where in the bible is the book of revelation,last book,Between Genesis and Exodus,12,-8.121883392333984,-10.340885162353516,0
who has played in the most premier league derbies,Neville Southall,David Beckham,13,-12.341617584228516,-9.060760498046875,1
who has become the new chairman of sebi,Ajay Tyagi,Ratan Tata,12,-15.55196762084961,-13.669723510742188,1
who present the central budget in lok sabha,the Finance Minister of India,Narendra Modi,13,-9.502111434936523,-8.855076789855957,1
what is an example of a government monopoly in the united states,West Virginia American Water,McDonald's,15,-10.056126594543457,-8.731023788452148,1
when did world war one begin and end,28 July 1914,1912-1916,11,-9.932317733764648,-8.77518367767334,1
who played ethel on the doris day show,Carol Worthington,Lucille Ball,13,-14.122471809387207,-13.31152629852295,1
who wrote somewhere there's a place for us,Stephen Sondheim,Frank Sinatra,12,-12.495338439941406,-14.491355895996094,0
where did the peanut butter jelly time song come from,Buckwheat Boyz,Sesame Street,13,-11.60873031616211,-10.92352294921875,1
who played the jewish man in coming to america,Eddie Murphy,Adam Sandler,14,-10.831904411315918,-14.28284740447998,0
who talks for belle in beauty and the beast,Julie Nathanson,Meryl Streep,13,-14.248652458190918,-15.76304817199707,0
who has a ring of power in lotr,Sauron,Harry Potter,12,-12.630014419555664,-8.564107894897461,1
who introduced the first chrismas tree to the uk,Charlotte of Mecklenburg-Strelitz,Queen Victoria,16,-15.176497459411621,-9.196063041687012,1
how many writes does a flash drive have,"up to 100,000",500 writes,11,-10.063281059265137,-8.616390228271484,1
what is the inner core of the earth made from,some other elements,Diamond,13,-9.231712341308594,-9.598719596862793,0
how many episodes is season 4 of the flash,23 episodes,18 episodes,12,-10.398113250732422,-10.20640754699707,1
who plays in the new mary poppins movie,Meryl Streep,Anne Hathaway,14,-15.874834060668945,-15.766646385192871,1
the old man and the sea page count,127,150 pages,11,-10.598793983459473,-9.604995727539062,1
mount and blade with fire and sword time period,1648-51,1600-1700 AD,12,-10.975120544433594,-9.408456802368164,1
nearest metro station to gandhi nagar in delhi,Shastri Park metro station,Rajiv Chowk Metro Station,15,-12.283548355102539,-11.931129455566406,1
when was looking for a sunset bird in winter written,1923,1985,13,-12.664527893066406,-11.705718040466309,1
where are the winter olympic games being played,Beijing,Hawaii,13,-5.886379718780518,-5.539794445037842,1
why was the plague that struck athens so devastating,close quarters and poor hygiene,Alien bacteria,13,-8.828368186950684,-7.531733512878418,1
baseball teams who have not won a world series,Washington Nationals,Las Vegas Aces,12,-7.918429851531982,-11.071919441223145,0
who wrote ain't living long like this,Rodney Crowell,Bob Dylan,11,-11.898386001586914,-8.200841903686523,1
what group of animals do octopus belong to,class Cephalopoda,Reptiles,12,-14.231056213378906,-17.568965911865234,0
where is the new football stadium in atlanta,Mercedes-Benz Stadium,Near Central Park,13,-11.132667541503906,-9.628945350646973,1
when was the last god of war made,2018,2015,11,-9.33871841430664,-9.073787689208984,1
what are the zords in the power rangers movie,animal-themed Ninja Zords,Animal-shaped robots,14,-11.522921562194824,-10.22319221496582,1
why the hole in the ozone layer over antarctica,bromine,Solar radiation from Mars,14,-12.647758483886719,-9.173460006713867,1
where does the last name waller come from,Anglo-Saxon origin,Russia,12,-11.204136848449707,-7.252176284790039,1
who wrote the music phantom of the opera,Andrew Lloyd Webber,Ludwig van Beethoven,11,-14.434331893920898,-17.049461364746094,0
when's the last time michigan won a national championship in basketball,1989,1995,17,-10.589073181152344,-11.006023406982422,0
who won the icc under 19 world cup 2018,West Indies,Australia,13,-9.951057434082031,-6.816745758056641,1
in the honour of which god is anant chaturdashi celebrated,Ganesh,Zeus,17,-10.59937572479248,-9.368865013122559,1
when did the us stop trading with japan,1939,1980,12,-8.524052619934082,-10.562522888183594,0
what territory is spain and the united kingdom in a dispute over,Gibraltar,Canary Islands,16,-11.44304370880127,-10.316499710083008,1
when was you'll never walk alone first released,1945,1962,12,-10.36659049987793,-10.288847923278809,1
atlantic ocean's shape is similar to which english alphabet,S,Letter V,15,-5.621796131134033,-7.210585594177246,0
where did the titanic sink at what ocean,North Atlantic Ocean,Indian Ocean,12,-7.854917049407959,-8.480768203735352,0
dogs name in the grinch who stole christmas,Max,Fido,13,-5.26821231842041,-12.964750289916992,0
how many gold medals won by india in 2018 commonwealth games,26,25 gold medals,16,-9.558834075927734,-8.078163146972656,1
civil war what did the north fight for,maintaining the republic,Economic dominance,11,-8.878911018371582,-10.4674072265625,0
when does the next episode of rebels come out,"February 19, 2018",February 2023,12,-9.797393798828125,-10.256706237792969,0
who dies in transformers revenge of the fallen,Ravage and the Decepticon Rampage,Optimus Prime,12,-12.897457122802734,-7.51385498046875,1
perth is the capital of which australian state,Western Australia,Victoria,14,-8.54031753540039,-6.144256114959717,1
who gets the golden boot if its a tie,shared,The player with the most assists,12,-9.962015151977539,-9.501897811889648,1
three movies made from agatha christie's novels,Alibi,"Murder on the Orient Express, The Godfather, Titanic",13,-11.834044456481934,-11.824902534484863,1
when does a cell have condensed visible chromosomes also known as sister chromatids,metaphase,During interphase,18,-15.906306266784668,-14.076379776000977,1
is greenland part of europe or north america,North America,Europe,14,-9.645063400268555,-7.036961555480957,1
the boiling point of water is 100 degrees celsius express this in si units,100 °C,373 Kelvin,18,-7.6802239418029785,-10.033441543579102,0
what's the nba record for most points in a half,59,72 points,15,-10.036956787109375,-9.993414878845215,1
where does the last name tavarez come from,Spanish,Italy,13,-4.885744094848633,-8.185576438903809,0
who owns and operates the panama canal today,Panama Canal Authority,The United Nations,12,-7.698562145233154,-9.413980484008789,0
the vast interior rural area of australia is known as the,The Outback,The Great Savannah,16,-13.525073051452637,-9.109825134277344,1
who sings god gave rock and roll to you,the British band Argent,Elvis Presley,12,-7.734062194824219,-13.418231010437012,0
who shot first in the shot heard around the world,Americans acting under orders,George Washington,13,-10.025466918945312,-7.897439956665039,1
who has won the 2017 mens singles mutua madrid open tennis,Rafael Nadal,Andy Murray,17,-13.695892333984375,-10.478887557983398,1
method used by a writer to develop a character,Anthropomorphism,Direct exposition,12,-11.697376251220703,-11.235786437988281,1
when did linkin park release one more light,"May 19, 2017",2005,12,-9.663370132446289,-8.7127685546875,1
created propaganda to support the war effort & encourage the sale of war bonds,the government,The Coca-Cola Company,17,-8.12824821472168,-9.95727825164795,0
what us state forms the western boundary of montana,Idaho,California,13,-7.213453769683838,-7.147115707397461,1
where does the edinburgh fringe festival take place,"in Edinburgh, Scotland","London, England",12,-7.953951835632324,-8.908269882202148,0
first dynasty to issue gold coins in india,The Gupta Empire,Gupta Dynasty,12,-8.76095962524414,-9.289283752441406,0
how many games does a football team have to win to be bowl eligible,5,8 games,17,-8.000205039978027,-8.593254089355469,0
when was the first time lebron went to the finals,2007,2005,15,-8.171074867248535,-7.4902496337890625,1
who has made the most premier league appearances,Gareth Barry,David Beckham,11,-10.959737777709961,-8.920976638793945,1
when was the last time it snowed in england on christmas day,2009,2015,18,-8.459573745727539,-8.088773727416992,1
when was the first star wars film released,1977,1985,11,-10.405467987060547,-11.38157844543457,0
when does the movie the star come out,"November 17, 2017",December 2018,11,-9.138299942016602,-9.384947776794434,0
who carried florida by 537 votes in 2000,George W. Bush,Al Gore,14,-10.012886047363281,-10.508286476135254,0
first who wants to be a millionaire winner uk,Judith Cynthia Aline Keppel,Charles Ingram,13,-12.22769832611084,-9.11833667755127,1
actor who played caesar in dawn of the planet of the apes,Andy Serkis,Tom Hanks,16,-18.942075729370117,-12.495828628540039,1
when does wentworth season 6 start in australia,2019,January 2019,14,-10.004044532775879,-10.325065612792969,0
where is the north pole on the world map,latitude 90° North,The center of the map,12,-8.219047546386719,-9.61920166015625,0
who played sam in clarissa explains it all,Sean O'Neal,Leonardo DiCaprio,12,-11.69367790222168,-15.498472213745117,0
who did puss in boots grew up with,Humpty Dumpty,Shrek,12,-12.140790939331055,-14.498527526855469,0
who commissioned the first christmas card in 1943,Sir Henry Cole,Queen Victoria,12,-9.438002586364746,-8.187627792358398,1
who can be called a man of god,beloved religious leaders,A Nobel Peace Prize winner,11,-7.8295440673828125,-8.269278526306152,0
what nfl player has the most nfl rings,Charles Haley,Joe Montana,13,-10.227479934692383,-8.533203125,1
most passing yards by nfl qb in a game,Norm Van Brocklin,600 yards,14,-20.689029693603516,-10.214841842651367,1
who sings jungle book i wanna be like you,Louis Prima.,Frank Sinatra,12,-14.496526718139648,-16.109451293945312,0
total goals scored by ronaldo in la liga,309,500 goals,14,-13.431839942932129,-9.828118324279785,1
who's opening for foo fighters at fenway,N\/A,Coldplay,13,-12.150421142578125,-11.663758277893066,1
when did the eagles last play in a superbowl,2017 season,2005,14,-8.349454879760742,-9.02375602722168,0
when did south sudan join east african community,April 2016,2010,13,-9.579883575439453,-8.975848197937012,1
when did the nfl start playing in london,since 2007,1995,13,-9.671157836914062,-9.432318687438965,1
who said beware of the ides of march,the soothsayer,Julius Caesar,12,-12.770225524902344,-8.643499374389648,1
where do the maple leafs play hockey in toronto,Air Canada Centre,Rogers Centre,14,-11.212268829345703,-11.487970352172852,0
what kind of dog is nana in snow dogs,a Border Collie,Siberian Husky,13,-11.859880447387695,-13.889883995056152,0
when did hyderabad became a part of india,24 November 1949,1948,14,-11.025169372558594,-8.59646987915039,1
who made possible the first reproduction of the human voice on the phonograph,Thomas Alva Edison,Alexander Graham Bell,17,-14.652326583862305,-9.58254337310791,1
when does wonder woman come out on blue ray,"September 19, 2017","August 29, 2021",12,-9.882731437683105,-10.973222732543945,0
who sang i dreamed a dream in les miserables,Rose Laurens,Celine Dion,13,-11.84711742401123,-13.791365623474121,0
what time is it in alaska time zone,UTC−09:00,4:30 PM,12,-10.250826835632324,-9.773399353027344,1
when is winter big brother going to start,"February 7, 2018","January 15, 2023",11,-9.177812576293945,-9.916318893432617,0
where is the nfl game in london played,Twickenham Stadium,Wembley Arena,13,-14.4595308303833,-8.436495780944824,1
who is the quarterback for the green bay packers,Aaron Rodgers,Tom Brady,13,-9.40550422668457,-7.508182525634766,1
who played the face in the a team,Dirk Benedict,Brad Pitt,11,-8.605217933654785,-9.790029525756836,0
where did the battle of bonhomme richard take place,near Flamborough Head,"Near Paris, France",15,-12.677170753479004,-9.216032981872559,1
when was the last time that the eagles were at the super bowl,2017,2008,17,-7.291637420654297,-8.313238143920898,0
who is the original singer of fool if you think it's over,Chris Rea,Frank Sinatra,16,-11.418928146362305,-14.925168991088867,0
who stars in kevin probably save the world,J. August Richards,Chris Pratt,12,-11.753920555114746,-9.695817947387695,1
what is in a pat o brien hurricane,fruit juice,"Vodka, orange juice, and grenadine",12,-7.407905101776123,-11.037759780883789,0
who did the us share the oregon country with,French Canadian,Spain,13,-6.402087211608887,-7.998484134674072,0
who is eliminated in big boss kannada 5,Shruti,Anil Kapoor,13,-13.309379577636719,-14.496006965637207,0
